,id,guest_id,rating,review,is_anonymous,reservation_id,scores_accuracy,scores_check_in,scores_cleanliness,scores_communication,scores_location,scores_value
86,83,108,10,"We had a wonderful stay at Studio Yindi, which was lovely and fully equipped for our needs. The wireless internet was definitely a plus, and busing/ferrying into the city was convenient. ",FALSE,10,10,10,10,10,10,10
87,84,109,9,"We loved staying at Studio Yindi. Perfect position to see the Sydney sights, yet quiet and private. John and Pam were fantastic hosts...friendly and full of local knowledge and guidance. We would have liked to spend a bit more time getting to know them better, but everyone's schedules were very hectic! Next time John, I'll bring my paint clothes and give you a hand! The Studio itself is charming with everything we needed at hand. Waking up hearing the birds in the morning was wonderful...such a quiet street that it felt we could have been miles away from busy Sydney. Buses and ferries only a short walk away... perfect position. Thanks so much for helping make our stay so lovely...we'll be back for sure! xxx",FALSE,9,9,9,9,9,9,9
88,85,110,9,"Coming from Tokyo after the earthquake we needed a nice a quiet place. We found it in this lovely, peaceful and bright apartment. Easy living with shops, restaurants, beach, playground.... Many families with young kids. 
The appartement is big enough for a family and you feel at home right away. Eilish is a very nice host and was helpful in the moving in. 
We enjoyed the place, decoration, district. Each second of our stay.",FALSE,9,9,9,9,9,9,9
89,86,111,10,"What can I say............only that without Eilish our stay in Sydney would not have been as special!!!!!
Eilish was a wonderful host, the apartment is in a fantastic location so close to the beach, well set out, clean, had everythIng we needed and was perfect for our stay!!
Eilish went out of her way to help us during our stay in Sydney and is an amazingly kind person! If I ever come to Sydney again I'll be returning to Eilish's apartment!!!!!
Thank you so much Eilish Xxx",FALSE,10,10,10,10,10,10,10
90,87,112,9,"It was just GREAT!!!!!!! we had such a good time in Sydney and we can recommand this appartment to everyone who wants to have a great time too :-) The position oft the house is just PERFECT!!!we were so close to the beach and to everything........the rooms are clean and there is place for everyone/everything!
Eilish is such a lovely person, very helpful and she does everything to make your stay as comfortable as possible!!!!You get to know Sydney from an other point of view!!
Just book it!!!!!",FALSE,9,9,9,9,9,9,9
91,88,113,9,"Eilish was a great host and her location is perfect. My only complaint was with the neighbours, one of which had a dog which would bark at a specific time early every morning and the others who had a penchant for loud music. The location could not be more perfect and is great for those who love the beach. Also huge props to Eilish for being so accommodating at such late notice.",FALSE,9,9,9,9,9,9,9
92,89,114,10,"Myself and 3 girlfriends stayed at Eilish's flat for 2 weeks.  It couldn't have been more wonderful!  The space was spacious, and well equipped with anything and everything (even for four women) :)  Elish was an even more wonderful host!  She sent a plethora of information before we even arrived to help us plan our trip.  She even sent directions for the cab driver from the airport.  I would recommend anyone to stay with Eilish, and Australia is the perfect place to vacation!  Thanks for everything.",FALSE,10,10,10,10,10,10,10
93,90,115,9,"Eilish is a wonderful host. She was extremely welcoming, loving and cared a lot to create a wonderful experience for us. She was always available to answer questions and made some fantastic suggestions about what to do and see around Sydney.

The apartment is perfectly located in a rather quiet neighborhood, and just a very short walk away from Bondi Beach. It's spacious and features rather cool interior/furniture.",FALSE,9,9,9,9,9,9,9
94,91,116,9,"I booked Eilish's apartment for my parents. The apartment was huge and clean and Eilish couldn't have been more helpful or kind. She left tea, coffee and eggs with bread for toast and we were welcome to use what was in the kitchen.
I would definitely book again.",FALSE,9,9,9,9,9,9,9
95,92,117,9,"dear eilish,

thank you so much for having me and my family stay in your house
we really had a good time and you were most helpfull to us
have a nice stay in india!
maybe we meet again 

hug wendy and jacques",FALSE,9,9,9,9,9,9,9
96,93,118,8,"The Tree Tops is fantastic.  Very modern,  quaint but its all you need, kitchen,sofa bed - that is SOOOOO comfortable....and fab shower/bathroom.....walking distance (2 min)to a few key amenities,coffee, bottleshop, convenience store and surf shop.  The beach at Avalon/Whale or Palm Beach is fantastic.  Open the windows, watch the sunrise in the a.m., and pet Marmelade when you leave the apartment the gentle giant..love her.

Tracey & Christian are very nice and great hosts.  Don't hesitate.   If you get a car they have spot for you...",FALSE,8,8,8,8,8,8,8
97,94,119,9,"Tracey's Tree Tops Studio is very beautiful and functional. The folding window gives way to a view onto the trees that does not seem to end. 

Walking distance from the beach. Other nature walks are also easily accessible.  Ferry rides from Palm Beach are easy to get to, either by bus or bicycle.

My husband and I have spent a lovely time at Tree Tops.",FALSE,9,9,9,9,9,9,9
98,112,137,9,"After almost falling for a scam I was reluctant to book on line but after a few emails I felt comfortable enough to book with Liz and Nick. Best thing I did as, within minutes of arriving in their home we both felt as relaxed as if we were visiting relatives. They made clear that their home was to be our home. The accommodations were clean and comfortable, Liz and Nick went beyond what one would expect. Assisting us with getting to places we wanted to see and suggest place we didnt know about. When asked of our trip by friends and family we cant help but reminisce of our time sent at their place. I miss the morning conversation over a great cup of coffee.
",FALSE,9,9,9,9,9,9,9
99,95,120,8,"We had such a lovely time staying here. The place is immaculate and has everything you'd need for a short stay. Cooking facilities are there and we made use of that, too. There are very cute and thoughtful touches such as a range of DVDs with little reviews, soap, shampoo, beach towels and a little chocolate. 

We made great use of two bikes provided by Tracey and spent a day riding up to Palm Beach and back. Beautiful area and plenty of things to do! 

There's a great cafe just a couple of minute walk away and Avalon is very close as well for a bigger variety of shops and a supermarket.

Tracey was quick to respond and very kind to take us in at the last minute. 

All over, a very relaxing stay with beautiful green views from the big sunny windows. ",FALSE,8,8,8,8,8,8,8
100,96,121,10,Tree Tops was a great place to stay. Convenient location and quality fittings and amenities.,FALSE,10,10,10,10,10,10,10
101,97,122,9,We loved our stay at treetops. Such a nice outlook. Well equipped and clean. The bottle of sparkling wine for our anniversary was really appreciated! Great range of DVD's too. Really nice relaxing weekend ,FALSE,9,9,9,9,9,9,9
